num_prior_defaults,identity_verification_passed,device_fingerprint_match,application_velocity_24h,income_to_loan_ratio,account_age_days,employment_type,repayment_method,geo_risk_score,previous_loan_count,application_hour,mobile_os,marketing_campaign_id,label
1,0,0,3,0.412,10,unemployed,bank_transfer,0.609,0,11,Android,C6,Fraud
0,1,1,3,1.514,18,salaried,bank_transfer,0.639,0,6,Android,C2,Non-fraud
0,0,1,1,1.326,74,self-employed,bank_transfer,0.707,1,17,Android,C2,Fraud
0,1,1,1,1.601,37,unemployed,e-wallet,0.73,0,0,iOS,C1,Non-fraud
6,0,0,6,0.516,36,self-employed,e-wallet,0.333,0,13,Android,C2,Fraud
0,1,1,0,1.397,13,unemployed,bank_transfer,0.607,1,6,iOS,C2,Non-fraud
3,1,1,1,2.012,56,self-employed,e-wallet,0.585,2,10,iOS,C5,Fraud
0,1,1,4,2.025,13,salaried,e-wallet,0.818,0,9,Android,C6,Non-fraud
0,0,0,4,0.956,10,unemployed,bank_transfer,0.39,0,20,Android,C4,Fraud
2,1,1,5,0.897,50,self-employed,e-wallet,0.58,0,0,Android,C6,Fraud
2,0,0,4,0.895,3,unemployed,e-wallet,0.533,0,16,iOS,C4,Fraud
1,1,1,0,1.567,87,salaried,bank_transfer,0.744,1,22,Android,C2,Non-fraud
1,0,1,5,0.992,8,unemployed,cash_agent,0.482,0,19,Android,C4,Fraud
0,1,1,2,1.149,19,unemployed,bank_transfer,0.575,0,21,iOS,C4,Non-fraud
2,0,1,3,0.902,70,unemployed,e-wallet,0.644,0,5,Android,C5,Fraud
0,1,1,0,2.851,26,salaried,e-wallet,0.595,1,20,Android,C4,Non-fraud
1,1,1,0,2.286,43,salaried,bank_transfer,0.593,0,11,Android,C2,Non-fraud
1,0,1,0,1.712,35,self-employed,bank_transfer,0.147,0,16,iOS,C5,Fraud
1,0,1,0,1.499,19,salaried,e-wallet,0.371,3,12,iOS,C3,Fraud
2,0,0,3,1.077,12,unemployed,cash_agent,0.487,0,23,iOS,C2,Fraud
0,1,1,1,1.644,27,salaried,e-wallet,0.73,0,9,Android,C4,Fraud
2,0,0,5,0.251,18,unemployed,cash_agent,0.632,0,18,Android,C4,Fraud
1,0,0,1,1.224,6,unemployed,e-wallet,0.205,0,2,Android,C3,Fraud
2,0,0,3,1.007,13,unemployed,bank_transfer,0.592,0,6,Android,C2,Fraud
1,1,1,0,1.356,44,self-employed,e-wallet,0.42,0,22,Android,C3,Non-fraud
1,1,1,1,1.48,83,salaried,bank_transfer,0.193,0,10,Android,C4,Non-fraud
1,1,1,2,0.596,13,unemployed,cash_agent,0.786,0,10,Android,C4,Fraud
1,0,1,0,0.676,9,unemployed,e-wallet,0.578,0,5,iOS,C3,Fraud
1,0,1,3,1.652,38,unemployed,bank_transfer,0.565,0,13,Android,C6,Fraud
3,0,0,19,0.189,19,unemployed,cash_agent,0.688,0,16,Android,C3,Fraud
0,0,1,2,1.603,44,salaried,e-wallet,0.599,1,5,iOS,C2,Non-fraud
1,0,0,4,0.996,3,salaried,e-wallet,0.57,1,23,iOS,C3,Fraud
1,1,1,2,1.533,37,unemployed,e-wallet,0.295,0,0,Android,C4,Non-fraud
2,0,1,2,1.259,32,unemployed,bank_transfer,0.207,1,15,Android,C6,Fraud
1,1,0,1,0.27,17,unemployed,bank_transfer,0.505,0,20,iOS,C1,Fraud
3,1,1,0,0.826,3,unemployed,cash_agent,0.336,0,2,iOS,C1,Fraud
6,0,0,6,0.239,15,self-employed,cash_agent,0.622,0,22,Android,C1,Fraud
1,1,0,1,1.225,31,unemployed,e-wallet,0.335,0,13,Android,C1,Non-fraud
0,1,1,2,2.123,27,salaried,bank_transfer,0.521,0,2,Android,C4,Non-fraud
1,1,0,0,0.511,13,unemployed,cash_agent,0.25,1,2,Android,C5,Fraud
0,0,0,2,1.661,31,self-employed,cash_agent,0.823,1,10,Android,C1,Fraud
1,1,1,0,2.22,46,self-employed,bank_transfer,0.042,1,1,iOS,C3,Non-fraud
0,1,1,2,2.309,32,self-employed,bank_transfer,0.225,1,18,iOS,C3,Non-fraud
0,1,0,1,0.451,12,unemployed,e-wallet,0.652,0,14,Android,C3,Fraud
8,0,0,12,0.769,20,self-employed,e-wallet,0.605,0,7,Android,C3,Fraud
2,0,0,3,1.573,77,unemployed,e-wallet,0.532,0,1,iOS,C6,Fraud
0,0,1,0,1.745,26,self-employed,bank_transfer,0.565,2,19,Android,C4,Non-fraud
0,0,1,3,1.379,17,unemployed,e-wallet,0.736,0,7,Android,C6,Fraud
2,0,1,1,1.695,28,unemployed,bank_transfer,0.205,1,18,Android,C2,Fraud
4,0,0,16,0.917,25,unemployed,bank_transfer,0.221,0,19,iOS,C5,Fraud
1,1,0,2,1.174,16,unemployed,bank_transfer,0.698,1,15,Android,C5,Non-fraud
5,1,0,13,0.552,12,unemployed,e-wallet,0.883,0,2,Android,C4,Fraud
0,0,1,4,1.662,54,salaried,e-wallet,0.709,1,7,Android,C6,Fraud
1,0,1,11,1.166,35,salaried,cash_agent,0.873,0,13,iOS,C3,Fraud
1,1,0,1,1.266,21,unemployed,bank_transfer,0.306,0,15,Android,C2,Non-fraud
0,0,1,2,1.02,31,unemployed,bank_transfer,0.649,1,6,Android,C1,Non-fraud
0,1,1,1,1.993,26,salaried,bank_transfer,0.437,1,17,Android,C2,Non-fraud
0,0,1,0,2.022,31,salaried,cash_agent,0.7,1,9,Android,C3,Fraud
2,0,0,2,1.319,34,salaried,e-wallet,0.202,1,5,iOS,C4,Fraud
0,0,1,2,0.691,12,unemployed,e-wallet,0.209,0,3,Android,C2,Non-fraud
8,0,0,17,0.05,4,unemployed,e-wallet,0.207,1,12,iOS,C3,Fraud
0,1,1,0,1.829,41,unemployed,bank_transfer,0.191,2,1,iOS,C5,Non-fraud
2,1,1,1,1.834,39,salaried,e-wallet,0.499,0,13,Android,C4,Fraud
2,1,0,1,0.669,14,self-employed,e-wallet,0.054,1,9,iOS,C2,Fraud
1,0,0,3,1.501,52,self-employed,e-wallet,0.351,0,14,iOS,C5,Fraud
0,1,1,2,0.848,24,unemployed,bank_transfer,0.367,0,5,Android,C4,Fraud
2,0,0,6,1.299,23,self-employed,e-wallet,0.606,0,2,iOS,C5,Fraud
0,1,0,0,0.873,24,unemployed,bank_transfer,0.156,0,1,Android,C6,Non-fraud
2,0,0,8,1.123,19,salaried,cash_agent,0.854,0,4,iOS,C4,Fraud
0,0,0,2,1.28,16,self-employed,bank_transfer,0.437,1,1,Android,C6,Non-fraud
6,0,0,9,0.05,29,unemployed,bank_transfer,0.626,0,9,iOS,C5,Fraud
0,1,1,0,1.678,25,salaried,bank_transfer,0.706,0,0,iOS,C3,Non-fraud
1,1,1,0,1.284,13,self-employed,bank_transfer,0.278,2,20,Android,C6,Non-fraud
0,1,1,3,2.367,35,salaried,bank_transfer,0.279,0,5,Android,C5,Non-fraud
1,1,1,2,1.485,17,self-employed,bank_transfer,0.48,0,19,Android,C4,Non-fraud
1,0,0,2,2.071,63,salaried,e-wallet,0.684,2,15,Android,C6,Fraud
1,0,1,3,1.651,63,self-employed,e-wallet,0.888,0,9,Android,C5,Fraud
1,1,1,1,1.334,20,salaried,bank_transfer,0.107,0,15,iOS,C2,Non-fraud
0,1,1,1,2.064,38,salaried,bank_transfer,0.226,0,8,Android,C4,Non-fraud
0,1,0,1,0.815,29,self-employed,bank_transfer,0.453,1,8,Android,C1,Non-fraud
0,1,1,0,1.904,33,self-employed,bank_transfer,0.429,0,11,Android,C1,Non-fraud
3,0,0,4,0.339,16,unemployed,bank_transfer,0.447,0,2,iOS,C4,Fraud
4,1,0,15,0.348,29,unemployed,e-wallet,0.394,0,18,Android,C4,Non-fraud
4,1,0,14,0.542,17,unemployed,cash_agent,0.956,0,19,Android,C1,Fraud
1,0,0,3,0.497,8,unemployed,e-wallet,0.689,0,18,Android,C3,Fraud
6,0,0,4,1.337,12,unemployed,e-wallet,0.671,0,7,iOS,C1,Fraud
4,1,0,12,0.571,28,self-employed,bank_transfer,0.438,0,2,Android,C6,Fraud
0,0,1,5,0.95,28,unemployed,e-wallet,0.162,0,4,Android,C6,Fraud
2,0,0,8,0.496,3,unemployed,cash_agent,0.719,0,4,Android,C3,Fraud
2,1,1,3,1.548,13,self-employed,e-wallet,0.384,2,0,Android,C6,Fraud
0,1,1,0,2.202,156,salaried,e-wallet,0.492,2,21,Android,C5,Non-fraud
0,1,1,2,1.711,24,salaried,bank_transfer,0.645,0,22,Android,C3,Non-fraud
3,0,0,4,0.36,6,unemployed,e-wallet,0.493,0,4,iOS,C5,Non-fraud
0,0,1,1,1.914,79,salaried,e-wallet,0.546,2,12,Android,C6,Non-fraud
0,0,1,1,1.615,33,self-employed,e-wallet,0.475,0,18,iOS,C4,Non-fraud
0,0,1,2,0.679,25,unemployed,e-wallet,0.612,0,5,Android,C2,Non-fraud
1,0,1,1,0.829,16,unemployed,bank_transfer,0.484,0,23,Android,C4,Fraud
2,1,0,1,1.19,22,self-employed,bank_transfer,0.502,0,8,iOS,C5,Non-fraud
5,0,0,17,0.05,13,unemployed,cash_agent,0.529,0,6,iOS,C3,Fraud
0,1,1,1,1.911,28,salaried,bank_transfer,0.161,2,3,Android,C5,Non-fraud
2,0,0,3,0.768,59,self-employed,e-wallet,0.585,0,4,Android,C5,Non-fraud
2,1,0,0,1.619,42,salaried,bank_transfer,0.158,0,20,Android,C2,Non-fraud
2,1,1,0,2.162,17,self-employed,bank_transfer,0.511,0,11,Android,C6,Non-fraud
1,0,0,0,1.69,30,self-employed,bank_transfer,0.157,0,1,Android,C5,Fraud
2,0,0,6,0.205,19,unemployed,bank_transfer,0.366,0,2,Android,C3,Fraud
0,0,1,2,1.497,15,salaried,e-wallet,0.564,1,15,iOS,C6,Non-fraud
0,1,1,0,1.931,71,self-employed,e-wallet,0.463,1,8,iOS,C3,Non-fraud
2,0,1,4,1.906,15,self-employed,cash_agent,0.586,0,19,iOS,C6,Fraud
1,1,1,0,1.08,111,self-employed,bank_transfer,0.388,2,4,Android,C1,Non-fraud
2,0,0,4,1.096,23,unemployed,cash_agent,0.635,0,3,Android,C5,Non-fraud
1,0,1,1,1.281,69,self-employed,bank_transfer,0.26,0,18,Android,C5,Fraud
3,1,1,1,1.431,57,salaried,bank_transfer,0.209,2,20,Android,C2,Fraud
0,1,1,1,1.94,191,salaried,e-wallet,0.397,0,17,Android,C4,Non-fraud
4,0,1,3,0.389,4,unemployed,bank_transfer,0.496,1,11,iOS,C6,Fraud
1,0,0,5,0.711,23,self-employed,bank_transfer,0.499,0,9,Android,C4,Fraud
0,0,1,4,1.743,18,unemployed,bank_transfer,0.74,1,7,Android,C6,Fraud
1,1,0,0,1.711,54,self-employed,bank_transfer,0.672,2,12,iOS,C6,Fraud
5,1,1,2,0.346,45,unemployed,e-wallet,0.378,0,2,Android,C2,Fraud
1,0,0,4,0.435,19,unemployed,bank_transfer,0.556,0,3,Android,C4,Fraud
0,0,0,3,1.331,22,self-employed,cash_agent,0.664,1,0,iOS,C1,Fraud
2,0,0,4,0.501,13,self-employed,bank_transfer,0.333,0,0,Android,C1,Fraud
0,0,1,2,0.357,14,unemployed,e-wallet,0.444,0,12,Android,C5,Fraud
1,1,1,1,1.187,14,self-employed,bank_transfer,0.59,0,2,Android,C5,Fraud
0,0,1,3,0.915,49,unemployed,cash_agent,0.764,0,10,Android,C1,Fraud
1,0,0,3,1.429,45,unemployed,cash_agent,0.862,1,5,iOS,C3,Fraud
1,0,1,20,0.97,22,salaried,e-wallet,0.89,0,13,iOS,C6,Fraud
4,1,1,1,1.112,7,unemployed,bank_transfer,0.117,0,7,iOS,C2,Fraud
0,0,1,3,0.691,20,self-employed,cash_agent,0.767,1,22,Android,C3,Fraud
0,1,1,0,1.892,15,salaried,cash_agent,0.934,0,21,Android,C1,Non-fraud
2,0,1,1,1.527,21,self-employed,bank_transfer,0.432,0,18,Android,C6,Fraud
2,0,1,1,1.765,70,self-employed,e-wallet,0.379,0,22,Android,C2,Fraud
0,1,1,2,1.878,27,self-employed,cash_agent,0.298,0,3,Android,C5,Non-fraud
0,1,1,3,1.522,13,unemployed,bank_transfer,0.391,2,0,iOS,C5,Non-fraud
0,0,1,0,1.146,14,unemployed,cash_agent,0.597,0,19,iOS,C1,Non-fraud
0,1,0,7,0.815,25,salaried,cash_agent,0.51,0,21,Android,C5,Fraud
0,1,1,0,1.557,40,unemployed,e-wallet,0.221,0,16,iOS,C2,Non-fraud
1,1,1,0,1.603,47,unemployed,cash_agent,0.374,1,19,Android,C1,Non-fraud
0,1,1,0,1.515,51,self-employed,bank_transfer,0.431,0,19,Android,C5,Non-fraud
1,1,1,1,2.059,34,salaried,bank_transfer,0.252,1,22,Android,C3,Non-fraud
3,0,1,3,1.017,14,self-employed,cash_agent,0.94,0,20,iOS,C2,Fraud
4,0,0,3,0.901,16,unemployed,e-wallet,0.791,0,11,Android,C2,Fraud
0,0,1,4,1.29,45,self-employed,e-wallet,0.599,0,12,Android,C3,Fraud
0,1,1,0,1.848,18,self-employed,e-wallet,0.566,1,11,iOS,C6,Non-fraud
2,0,0,5,0.143,4,unemployed,bank_transfer,0.405,0,14,iOS,C1,Fraud
2,1,0,0,1.007,45,unemployed,bank_transfer,0.288,0,10,iOS,C6,Non-fraud
2,1,0,6,0.613,35,unemployed,bank_transfer,0.262,0,18,Android,C4,Fraud
0,0,0,1,1.132,30,salaried,bank_transfer,0.435,1,13,Android,C3,Non-fraud
0,1,1,2,1.435,68,self-employed,bank_transfer,0.096,1,13,Android,C2,Non-fraud
2,0,0,14,0.298,10,unemployed,e-wallet,0.436,0,1,Android,C6,Fraud
1,0,0,6,0.201,17,unemployed,bank_transfer,0.859,0,13,Android,C4,Fraud
3,0,0,4,1.048,62,self-employed,e-wallet,0.245,1,15,Android,C5,Fraud
2,0,0,4,1.037,8,unemployed,bank_transfer,0.425,0,22,iOS,C6,Fraud
2,1,1,0,0.91,23,unemployed,bank_transfer,0.385,0,0,Android,C1,Fraud
0,0,1,2,1.09,34,unemployed,bank_transfer,0.398,0,11,iOS,C4,Non-fraud
0,0,1,0,1.055,77,self-employed,cash_agent,0.464,1,23,iOS,C1,Non-fraud
2,0,0,1,1.211,15,unemployed,bank_transfer,0.45,0,6,iOS,C1,Fraud
1,1,0,7,0.787,22,unemployed,e-wallet,0.65,0,4,Android,C5,Fraud
2,1,0,5,0.16,19,unemployed,e-wallet,0.429,0,23,iOS,C1,Fraud
3,1,1,0,0.847,17,unemployed,bank_transfer,0.469,0,12,iOS,C2,Fraud
3,1,1,1,1.538,40,unemployed,bank_transfer,0.282,0,9,Android,C2,Fraud
0,1,1,0,2.478,66,salaried,e-wallet,0.332,3,17,Android,C6,Non-fraud
0,1,1,0,2.046,86,salaried,bank_transfer,0.823,0,23,iOS,C3,Non-fraud
1,1,0,1,0.628,20,unemployed,e-wallet,0.116,2,6,Android,C6,Fraud
2,0,1,1,1.469,47,salaried,bank_transfer,0.735,1,22,Android,C4,Fraud
0,0,0,9,0.856,11,unemployed,e-wallet,0.367,0,1,iOS,C5,Fraud
2,0,0,17,0.321,2,unemployed,cash_agent,0.885,0,10,Android,C6,Fraud
4,0,0,3,0.759,16,self-employed,e-wallet,0.576,0,18,Android,C3,Fraud
3,0,0,6,0.812,12,self-employed,e-wallet,0.571,1,14,Android,C3,Fraud
1,1,1,1,1.211,46,self-employed,e-wallet,0.863,2,5,Android,C1,Non-fraud
0,1,0,0,1.381,36,unemployed,e-wallet,0.519,0,2,iOS,C1,Non-fraud
5,1,0,2,0.696,22,unemployed,bank_transfer,0.269,1,5,Android,C1,Fraud
1,1,0,3,1.338,16,unemployed,bank_transfer,0.644,0,1,Android,C1,Non-fraud
1,0,0,5,1.326,34,self-employed,cash_agent,0.718,0,4,iOS,C6,Fraud
8,0,0,13,0.05,9,unemployed,cash_agent,0.717,0,11,Android,C5,Fraud
1,0,1,3,1.461,27,self-employed,bank_transfer,0.62,0,15,Android,C2,Fraud
1,0,0,2,0.566,24,self-employed,bank_transfer,0.192,0,3,Android,C5,Fraud
1,1,0,2,0.906,5,unemployed,bank_transfer,0.092,0,22,iOS,C3,Fraud
4,1,1,2,0.546,52,self-employed,bank_transfer,0.151,1,23,Android,C2,Fraud
2,0,0,8,0.581,24,self-employed,e-wallet,0.834,0,3,Android,C6,Fraud
0,0,1,0,3.553,79,salaried,bank_transfer,0.31,6,11,Android,C5,Non-fraud
2,0,1,4,1.062,15,self-employed,e-wallet,0.494,0,18,Android,C4,Fraud
2,0,1,1,2.132,40,salaried,e-wallet,0.684,1,16,iOS,C6,Fraud
0,1,0,0,1.645,32,unemployed,bank_transfer,0.691,0,0,Android,C6,Non-fraud
5,0,0,4,1.596,55,salaried,e-wallet,0.498,1,0,Android,C5,Fraud
0,1,1,0,1.739,39,salaried,bank_transfer,0.364,1,14,Android,C4,Non-fraud
2,0,1,0,1.113,30,self-employed,e-wallet,0.333,1,22,Android,C1,Fraud
2,0,0,9,0.367,5,unemployed,cash_agent,0.412,0,1,iOS,C3,Fraud
0,0,1,0,2.052,28,unemployed,e-wallet,0.141,0,0,Android,C1,Non-fraud
0,0,0,0,1.431,84,salaried,e-wallet,0.205,0,14,Android,C4,Non-fraud
1,0,1,2,2.012,84,salaried,bank_transfer,0.726,3,23,iOS,C1,Fraud
2,1,1,6,0.933,39,salaried,e-wallet,0.63,1,7,Android,C6,Fraud
2,0,0,2,1.084,16,self-employed,bank_transfer,0.626,1,17,Android,C2,Fraud
3,0,0,4,1.308,9,unemployed,cash_agent,0.393,0,21,Android,C1,Fraud
1,1,1,1,1.749,22,self-employed,e-wallet,0.685,0,8,iOS,C4,Non-fraud
1,1,0,4,0.913,30,unemployed,bank_transfer,0.621,0,20,Android,C5,Fraud
1,1,1,3,1.524,27,self-employed,e-wallet,0.386,2,19,Android,C2,Non-fraud
0,1,1,0,1.922,69,self-employed,bank_transfer,0.171,0,9,iOS,C2,Non-fraud
0,0,1,2,1.391,57,self-employed,cash_agent,0.516,0,3,iOS,C3,Non-fraud
1,0,0,3,0.954,6,unemployed,e-wallet,0.345,0,23,Android,C1,Fraud
2,0,1,2,0.151,5,unemployed,e-wallet,0.199,0,22,iOS,C4,Fraud
2,0,0,0,0.654,7,unemployed,e-wallet,0.301,1,1,Android,C2,Fraud
3,1,1,1,1.638,47,salaried,bank_transfer,0.667,3,15,Android,C5,Fraud
1,0,0,0,1.8,45,self-employed,e-wallet,0.244,0,18,Android,C5,Fraud
3,0,1,4,1.346,13,self-employed,bank_transfer,0.751,1,13,Android,C5,Fraud
2,0,1,4,1.048,24,self-employed,e-wallet,0.677,0,17,iOS,C3,Non-fraud
1,0,1,0,1.495,65,self-employed,bank_transfer,0.558,0,17,Android,C6,Fraud
2,0,0,8,0.884,31,unemployed,cash_agent,0.898,0,8,Android,C2,Fraud
0,1,1,0,2.192,63,salaried,bank_transfer,0.338,2,8,Android,C5,Non-fraud
5,1,1,5,1.128,65,salaried,cash_agent,0.517,1,13,iOS,C2,Fraud
0,0,1,8,0.699,13,unemployed,e-wallet,0.604,0,21,Android,C5,Fraud
0,0,0,1,1.294,22,unemployed,bank_transfer,0.671,0,5,iOS,C2,Fraud
0,1,0,1,2.105,44,salaried,bank_transfer,0.664,2,19,iOS,C5,Non-fraud
0,1,1,5,2.398,33,salaried,cash_agent,0.451,1,2,Android,C5,Non-fraud
0,0,1,2,1.692,25,salaried,bank_transfer,0.336,1,12,iOS,C2,Non-fraud
2,1,1,7,0.425,29,unemployed,e-wallet,0.851,1,19,iOS,C6,Fraud
0,1,1,0,0.806,22,salaried,e-wallet,0.732,0,6,Android,C2,Non-fraud
0,1,1,0,1.676,33,salaried,e-wallet,0.262,1,22,Android,C4,Non-fraud
2,1,1,3,0.757,9,self-employed,e-wallet,0.766,0,16,Android,C3,Fraud
3,0,0,13,1.033,88,self-employed,cash_agent,0.793,1,1,Android,C4,Fraud
1,0,0,2,0.654,9,unemployed,bank_transfer,0.585,0,4,Android,C1,Fraud
1,0,1,4,1.334,59,unemployed,cash_agent,0.619,1,16,Android,C6,Fraud
0,0,1,2,1.072,9,self-employed,e-wallet,0.675,0,22,iOS,C5,Non-fraud
4,0,0,13,0.139,11,unemployed,bank_transfer,0.477,0,13,Android,C3,Fraud
2,1,1,4,0.915,18,unemployed,bank_transfer,0.432,0,13,Android,C5,Fraud
1,1,1,0,2.491,41,salaried,bank_transfer,0.48,4,16,Android,C6,Non-fraud
0,1,1,1,1.69,178,salaried,e-wallet,0.343,1,12,iOS,C4,Non-fraud
0,0,0,1,1.76,83,salaried,bank_transfer,0.415,1,21,Android,C1,Non-fraud
0,1,1,0,1.257,8,self-employed,bank_transfer,0.34,0,18,Android,C1,Non-fraud
2,1,1,0,1.547,11,unemployed,e-wallet,0.34,1,18,iOS,C5,Fraud
1,1,1,0,1.573,19,salaried,e-wallet,0.256,0,7,Android,C6,Non-fraud
1,1,1,1,1.315,36,self-employed,bank_transfer,0.287,3,18,Android,C5,Non-fraud
1,0,1,3,0.729,17,unemployed,e-wallet,0.329,0,8,iOS,C2,Fraud
7,0,0,20,1.001,19,unemployed,cash_agent,0.87,0,5,Android,C6,Fraud
8,0,0,20,0.05,26,unemployed,cash_agent,0.679,0,8,Android,C2,Fraud
1,1,1,0,1.558,80,self-employed,bank_transfer,0.267,1,6,Android,C6,Non-fraud
1,1,1,3,1.076,54,self-employed,bank_transfer,0.718,0,16,Android,C1,Non-fraud
4,0,0,4,0.961,19,unemployed,e-wallet,0.343,0,8,Android,C3,Fraud
0,1,0,1,0.513,11,unemployed,e-wallet,0.379,1,7,Android,C6,Fraud
1,0,0,0,1.811,15,salaried,bank_transfer,0.457,0,16,iOS,C5,Fraud
5,0,0,3,1.065,25,self-employed,bank_transfer,0.611,0,15,iOS,C1,Fraud
0,1,1,1,1.808,31,self-employed,bank_transfer,0.25,0,18,Android,C4,Non-fraud
1,1,0,4,1.175,32,self-employed,bank_transfer,0.712,1,12,Android,C1,Fraud
3,1,0,6,0.719,46,unemployed,cash_agent,0.715,2,8,iOS,C3,Fraud
0,1,0,2,0.684,19,self-employed,bank_transfer,0.281,0,10,Android,C3,Fraud
3,1,0,20,0.05,24,unemployed,e-wallet,0.768,0,12,Android,C5,Fraud
1,0,1,7,1.03,35,self-employed,bank_transfer,0.688,1,13,Android,C6,Fraud
3,1,1,0,1.681,53,self-employed,e-wallet,0.256,2,0,Android,C5,Fraud
0,1,1,2,0.871,15,self-employed,bank_transfer,0.365,2,4,Android,C6,Non-fraud
1,0,0,9,0.403,25,unemployed,e-wallet,0.397,1,22,Android,C6,Fraud
2,0,0,5,0.131,17,unemployed,e-wallet,0.784,0,14,Android,C2,Fraud
2,0,0,2,0.635,18,self-employed,e-wallet,0.615,1,22,Android,C2,Fraud
2,1,1,3,1.568,47,self-employed,bank_transfer,0.668,1,11,Android,C1,Fraud
0,1,1,0,1.303,87,unemployed,bank_transfer,0.092,1,5,Android,C1,Non-fraud
1,1,1,1,1.134,6,unemployed,bank_transfer,0.308,1,2,Android,C3,Fraud
0,0,0,2,1.453,18,self-employed,bank_transfer,0.397,1,6,iOS,C3,Non-fraud
2,1,1,0,1.159,58,unemployed,e-wallet,0.227,1,7,Android,C5,Fraud
1,0,1,5,1.457,138,self-employed,cash_agent,0.474,0,4,Android,C6,Fraud
1,1,1,3,1.256,59,unemployed,bank_transfer,0.168,0,8,Android,C5,Non-fraud
0,1,0,1,1.095,17,self-employed,e-wallet,0.426,0,19,Android,C2,Non-fraud
2,0,0,3,1.055,9,self-employed,e-wallet,0.655,0,1,Android,C6,Fraud
1,0,0,1,0.749,27,self-employed,e-wallet,0.713,3,7,Android,C1,Fraud
3,0,0,8,0.11,9,unemployed,cash_agent,0.77,0,18,Android,C4,Fraud
1,0,1,1,0.889,24,unemployed,e-wallet,0.263,1,1,Android,C3,Non-fraud
0,0,1,0,1.312,7,unemployed,e-wallet,0.599,0,20,Android,C5,Non-fraud
0,1,1,0,1.666,16,unemployed,e-wallet,0.162,0,23,Android,C3,Non-fraud
3,0,0,15,0.703,38,unemployed,e-wallet,0.738,1,13,Android,C5,Fraud
1,1,0,2,1.597,73,salaried,e-wallet,0.059,0,9,iOS,C1,Non-fraud
0,1,1,3,1.704,25,self-employed,e-wallet,0.412,0,3,Android,C6,Non-fraud
3,1,0,3,0.359,21,unemployed,cash_agent,0.396,0,2,iOS,C2,Fraud
0,0,1,5,0.6,17,unemployed,e-wallet,0.733,0,21,iOS,C5,Fraud
0,0,0,1,0.786,19,self-employed,bank_transfer,0.807,0,4,Android,C1,Fraud
0,0,0,6,0.689,46,salaried,cash_agent,0.819,0,14,Android,C5,Fraud
0,1,1,4,0.259,7,unemployed,e-wallet,0.651,0,13,iOS,C3,Fraud
0,1,0,0,0.627,14,unemployed,bank_transfer,0.216,0,9,Android,C4,Non-fraud
0,1,1,0,2.562,132,salaried,bank_transfer,0.114,1,0,iOS,C4,Non-fraud
0,0,0,5,1.723,25,self-employed,bank_transfer,0.486,1,0,Android,C6,Fraud
0,1,1,5,0.831,17,unemployed,bank_transfer,0.506,0,10,Android,C3,Fraud
2,0,1,4,1.291,28,unemployed,cash_agent,0.286,0,6,Android,C5,Fraud
0,1,1,2,1.586,57,self-employed,bank_transfer,0.194,0,15,Android,C4,Non-fraud
0,1,1,1,2.073,43,salaried,e-wallet,0.771,2,3,iOS,C1,Non-fraud
7,0,0,8,0.05,8,unemployed,cash_agent,0.589,0,23,Android,C1,Fraud
1,0,1,1,1.799,5,salaried,bank_transfer,0.704,0,3,Android,C2,Fraud
1,0,1,0,1.721,35,salaried,bank_transfer,0.334,1,5,Android,C1,Fraud
2,0,0,1,1.515,57,self-employed,e-wallet,0.237,1,19,Android,C4,Fraud
3,0,1,3,1.038,11,unemployed,e-wallet,0.818,0,21,iOS,C1,Fraud
2,0,0,20,0.153,7,unemployed,cash_agent,0.701,1,1,Android,C5,Fraud
1,1,1,0,1.892,83,salaried,e-wallet,0.564,0,17,Android,C1,Non-fraud
0,0,1,0,2.208,33,salaried,bank_transfer,0.409,1,8,iOS,C2,Non-fraud
5,0,0,8,0.124,5,unemployed,e-wallet,0.35,0,23,Android,C5,Non-fraud
1,0,1,3,1.098,8,unemployed,cash_agent,0.657,0,9,Android,C5,Fraud
1,0,0,11,0.464,15,self-employed,cash_agent,0.847,0,11,Android,C3,Fraud
1,1,0,4,1.094,30,salaried,e-wallet,0.762,1,0,iOS,C5,Fraud
0,0,0,2,1.058,26,unemployed,cash_agent,0.415,0,23,Android,C5,Non-fraud
1,0,0,5,1.106,21,unemployed,e-wallet,0.505,0,9,Android,C2,Non-fraud
2,1,1,0,2.366,101,salaried,bank_transfer,0.811,0,8,Android,C2,Fraud
0,1,1,0,1.799,49,salaried,bank_transfer,0.451,1,2,iOS,C2,Non-fraud
1,0,0,3,0.34,12,unemployed,e-wallet,0.623,2,21,iOS,C4,Fraud
2,0,1,2,1.112,22,self-employed,cash_agent,0.548,0,20,Android,C5,Fraud
2,1,1,3,1.689,23,self-employed,bank_transfer,0.542,0,11,Android,C6,Fraud
1,0,0,8,0.403,49,self-employed,e-wallet,0.727,0,22,Android,C1,Fraud
1,1,1,0,1.724,40,salaried,bank_transfer,0.334,1,22,iOS,C5,Non-fraud
0,1,0,1,1.586,65,salaried,bank_transfer,0.297,0,7,Android,C2,Non-fraud
1,1,1,0,1.561,43,self-employed,cash_agent,0.498,0,12,Android,C2,Non-fraud
1,0,1,0,1.442,14,salaried,bank_transfer,0.361,2,10,Android,C4,Non-fraud
1,1,1,1,1.032,6,self-employed,bank_transfer,0.227,1,11,Android,C1,Non-fraud
0,1,0,0,2.143,122,salaried,e-wallet,0.461,2,17,Android,C3,Non-fraud
